TIMESTAMP RAD_KW_m2_Max RAD_KW_m2_Min
2012-05-24 19:00:00 0 0
2012-05-24 20:00:00 0 0
2012-05-24 21:00:00 0 0
2012-05-24 22:00:00 0 0
2012-05-24 23:00:00 0 0
2012-05-25 00:00:00 0 0
2012-05-25 01:00:00 0 0
2012-05-25 02:00:00 0 0
2012-05-25 03:00:00 0 0
2012-05-25 04:00:00 0 0
2012-05-25 05:00:00 0 0
2012-05-25 06:00:00 0.049 0
2012-05-25 07:00:00 0.321 0.05
2012-05-25 08:00:00 0.582 0.321
2012-05-25 09:00:00 0.805 0.582
2012-05-25 10:00:00 0.95 0.77
2012-05-25 11:00:00 1.076 0.896
2012-05-25 12:00:00 1.194 0.357
2012-05-25 13:00:00 1.276 0.376
2012-05-25 14:00:00 0.395 0.116
2012-05-25 15:00:00 1.064 0.061
2012-05-25 16:00:00 0.68 0.055
2012-05-25 17:00:00 0.099 0.003
2012-05-25 18:00:00 0.011 0
2012-05-25 19:00:00 0 0
2012-05-25 20:00:00 0 0
2012-05-25 21:00:00 0 0
2012-05-25 22:00:00 0 0
2012-05-25 23:00:00 0 0
2012-05-26 00:00:00 0 0
2012-05-26 01:00:00 0 0
2012-05-26 02:00:00 0 0
2012-05-26 03:00:00 0 0
2012-05-26 04:00:00 0 0
2012-05-26 05:00:00 0 0
2012-05-26 06:00:00 0.044 0
2012-05-26 07:00:00 0.37 0.047
2012-05-26 08:00:00 0.611 0.369
2012-05-26 09:00:00 0.832 0.61
2012-05-26 10:00:00 1.285 0.283
2012-05-26 11:00:00 0.893 0.51
2012-05-26 12:00:00 1.402 0.329
2012-05-26 13:00:00 1.333 0.252
2012-05-26 14:00:00 0.276 0.058
2012-05-26 15:00:00 0.103 0.013
2012-05-26 16:00:00 0.092 0.014
2012-05-26 17:00:00 0.106 0.023
2012-05-26 18:00:00 0.07 0
2012-05-26 19:00:00 0 0
2012-05-26 20:00:00 0 0
2012-05-26 21:00:00 0 0
2012-05-26 22:00:00 0 0
2012-05-26 23:00:00 0 0
2012-05-27 00:00:00 0 0
2012-05-27 01:00:00 0 0
2012-05-27 02:00:00 0 0
2012-05-27 03:00:00 0 0
2012-05-27 04:00:00 0 0
2012-05-27 05:00:00 0 0
2012-05-27 06:00:00 0.069 0
2012-05-27 07:00:00 0.389 0.052
2012-05-27 08:00:00 0.627 0.326
2012-05-27 09:00:00 0.852 0.614
2012-05-27 10:00:00 1.017 0.814
2012-05-27 11:00:00 1.107 0.835
2012-05-27 12:00:00 1.185 0.596
2012-05-27 13:00:00 1.216 0.404
2012-05-27 14:00:00 0.922 0.526
2012-05-27 15:00:00 0.855 0.341
2012-05-27 16:00:00 0.511 0.269
2012-05-27 17:00:00 0.444 0.061
2012-05-27 18:00:00 0.105 0.001
2012-05-27 19:00:00 0.001 0
2012-05-27 20:00:00 0 0
2012-05-27 21:00:00 0 0
2012-05-27 22:00:00 0 0
2012-05-27 23:00:00 0 0
2012-05-28 00:00:00 0 0
2012-05-28 01:00:00 0 0
2012-05-28 02:00:00 0 0
2012-05-28 03:00:00 0 0
2012-05-28 04:00:00 0 0
2012-05-28 05:00:00 0 0
2012-05-28 06:00:00 0.051 0
2012-05-28 07:00:00 0.383 0.035
2012-05-28 08:00:00 0.637 0.365
2012-05-28 09:00:00 0.788 0.512
2012-05-28 10:00:00 1.051 0.224
2012-05-28 11:00:00 1.037 0.629
2012-05-28 12:00:00 1.188 0.267
2012-05-28 13:00:00 1.126 0.201
2012-05-28 14:00:00 1.317 0.127
2012-05-28 15:00:00 0.205 0.007
2012-05-28 16:00:00 0.012 0.004
2012-05-28 17:00:00 0.012 0.004
2012-05-28 18:00:00 0.008 0
2012-05-28 19:00:00 0 0
2012-05-28 20:00:00 0 0
2012-05-28 21:00:00 0 0
2012-05-28 22:00:00 0 0
2012-05-28 23:00:00 0 0
2012-05-29 00:00:00 0 0
2012-05-29 01:00:00 0 0
2012-05-29 02:00:00 0 0
2012-05-29 03:00:00 0 0
2012-05-29 04:00:00 0 0
2012-05-29 05:00:00 0 0
2012-05-29 06:00:00 0.092 0
2012-05-29 07:00:00 0.372 0.094
2012-05-29 08:00:00 0.478 0.246
2012-05-29 09:00:00 0.816 0.354
2012-05-29 10:00:00 0.975 0.469
2012-05-29 11:00:00 1.111 0.526
2012-05-29 12:00:00 1.181 0.323
2012-05-29 13:00:00 1.146 0.352
2012-05-29 14:00:00 1.074 0.352
2012-05-29 15:00:00 0.919 0.302
2012-05-29 16:00:00 0.478 0.009
2012-05-29 17:00:00 0.078 0.019
2012-05-29 18:00:00 0.026 0.001
2012-05-29 19:00:00 0.001 0
2012-05-29 20:00:00 0 0
2012-05-29 21:00:00 0 0
2012-05-29 22:00:00 0 0
2012-05-29 23:00:00 0 0
2012-05-30 00:00:00 0 0
2012-05-30 01:00:00 0 0
2012-05-30 02:00:00 0 0
2012-05-30 03:00:00 0 0
2012-05-30 04:00:00 0 0
2012-05-30 05:00:00 0 0
2012-05-30 06:00:00 0.057 0
2012-05-30 07:00:00 0.167 0.052
2012-05-30 08:00:00 0.406 0.167
2012-05-30 09:00:00 0.484 0.307
2012-05-30 10:00:00 0.817 0.414
2012-05-30 11:00:00 0.869 0.507
2012-05-30 12:00:00 0.775 0.48
2012-05-30 13:00:00 1.147 0.461
2012-05-30 14:00:00 1.232 0.332
2012-05-30 15:00:00 0.477 0.044
2012-05-30 16:00:00 0.049 0.006
2012-05-30 17:00:00 0.033 0.014
2012-05-30 18:00:00 0.042 0.001
2012-05-30 19:00:00 0.001 0
2012-05-30 20:00:00 0 0
2012-05-30 21:00:00 0 0
2012-05-30 22:00:00 0 0
