012012 Luz 41165 4573.88888888889 
022012 Luz 39665 4407.22222222222 
032012 Luz 53815 5979.44444444444 
042012 Luz 55950 6216.66666666667 
052012 Luz 55405 6156.11111111111 
062012 Luz 56235 6248.33333333333 
